date,area_name,area_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
1/29/2022,Sutton,E09000029,-16,-6,40,-32,-8,3
1/30/2022,Sutton,E09000029,-17,-8,42,-33,-10,2
1/31/2022,Sutton,E09000029,-14,1,40,-45,-44,12
2/1/2022,Sutton,E09000029,-11,1,44,-41,-42,11
2/2/2022,Sutton,E09000029,-12,3,33,-41,-41,11
2/3/2022,Sutton,E09000029,-14,1,28,-43,-41,11
2/4/2022,Sutton,E09000029,-16,-5,17,-43,-41,11
2/5/2022,Sutton,E09000029,-15,-8,29,-31,-12,3
2/6/2022,Sutton,E09000029,-22,-8,2,-32,-11,3
2/7/2022,Sutton,E09000029,-12,0,55,-43,-43,11
2/8/2022,Sutton,E09000029,-12,0,40,-40,-42,10
2/9/2022,Sutton,E09000029,-12,0,33,-40,-42,10
2/10/2022,Sutton,E09000029,-10,-2,27,-42,-42,11
2/11/2022,Sutton,E09000029,-11,-2,48,-38,-42,10
2/12/2022,Sutton,E09000029,-16,-6,33,-32,-11,3
2/13/2022,Sutton,E09000029,-26,-11,-21,-36,-9,2
2/14/2022,Sutton,E09000029,-3,8,41,-48,-54,11
2/15/2022,Sutton,E09000029,-18,-9,-12,-47,-54,12
2/16/2022,Sutton,E09000029,-12,-3,14,-45,-52,12
2/17/2022,Sutton,E09000029,-8,-1,45,-43,-52,11
2/18/2022,Sutton,E09000029,-38,-26,-36,-61,-57,20
2/19/2022,Sutton,E09000029,-26,-7,-14,-41,-13,4
2/20/2022,Sutton,E09000029,-24,-9,-18,-43,-10,3
2/21/2022,Sutton,E09000029,-15,1,24,-50,-45,12
2/22/2022,Sutton,E09000029,-13,-1,32,-39,-41,10
2/23/2022,Sutton,E09000029,-15,-1,23,-40,-40,9
2/24/2022,Sutton,E09000029,-17,-2,-6,-42,-41,10
2/25/2022,Sutton,E09000029,-12,0,33,-40,-39,9
2/26/2022,Sutton,E09000029,-14,-4,38,-25,-9,1
2/27/2022,Sutton,E09000029,-17,-4,45,-33,-8,0
2/28/2022,Sutton,E09000029,-14,4,31,-44,-42,10
3/1/2022,Sutton,E09000029,-21,0,-2,-41,-43,11
3/2/2022,Sutton,E09000029,-18,1,-6,-42,-41,10
3/3/2022,Sutton,E09000029,-13,2,23,-45,-42,10
3/4/2022,Sutton,E09000029,-19,-3,-1,-41,-40,9
3/5/2022,Sutton,E09000029,-22,-8,-15,-37,-11,2
3/6/2022,Sutton,E09000029,-20,-8,14,-45,-8,1
3/7/2022,Sutton,E09000029,-15,0,25,-49,-42,10
3/8/2022,Sutton,E09000029,-16,-2,26,-42,-40,9
3/9/2022,Sutton,E09000029,-20,0,18,-44,-39,9
3/10/2022,Sutton,E09000029,-17,-1,27,-45,-39,9
3/11/2022,Sutton,E09000029,-25,-5,-8,-46,-40,10
3/12/2022,Sutton,E09000029,-22,-5,20,-40,-13,1
3/13/2022,Sutton,E09000029,-25,-6,-10,-42,-11,2
3/14/2022,Sutton,E09000029,-20,1,32,-47,-41,9
3/15/2022,Sutton,E09000029,-20,-1,41,-43,-40,9
3/16/2022,Sutton,E09000029,-27,-4,-11,-45,-39,10
3/17/2022,Sutton,E09000029,-17,1,35,-44,-39,9
3/18/2022,Sutton,E09000029,-19,-2,43,-44,-40,8
3/19/2022,Sutton,E09000029,-22,-6,40,-38,-13,1
3/20/2022,Sutton,E09000029,-26,-7,28,-34,-11,0
3/21/2022,Sutton,E09000029,-18,0,55,-49,-42,10
3/22/2022,Sutton,E09000029,-17,-1,55,-44,-39,9
3/23/2022,Sutton,E09000029,-19,2,52,-44,-39,8
3/24/2022,Sutton,E09000029,-16,3,50,-45,-39,8
3/25/2022,Sutton,E09000029,-15,2,42,-42,-40,7
3/26/2022,Sutton,E09000029,-21,3,54,-35,-13,0
3/27/2022,Sutton,E09000029,-23,-5,5,-37,-12,-1
3/28/2022,Sutton,E09000029,-18,3,46,-48,-42,9
3/29/2022,Sutton,E09000029,-21,0,15,-44,-41,9
3/30/2022,Sutton,E09000029,-21,3,11,-46,-39,9
3/31/2022,Sutton,E09000029,-20,1,-3,-48,-40,9
4/1/2022,Sutton,E09000029,-21,-11,-5,-48,-40,9
4/2/2022,Sutton,E09000029,-27,-15,-5,-42,-15,2
4/3/2022,Sutton,E09000029,-25,-19,6,-31,-12,0
4/4/2022,Sutton,E09000029,-25,-11,-6,-54,-51,11
4/5/2022,Sutton,E09000029,-19,-10,21,-48,-48,10
4/6/2022,Sutton,E09000029,-22,-15,-15,-50,-49,11
4/7/2022,Sutton,E09000029,-19,-11,7,-52,-49,10
4/8/2022,Sutton,E09000029,-21,-10,11,-49,-49,10
4/9/2022,Sutton,E09000029,-26,-16,14,-37,-14,1
4/10/2022,Sutton,E09000029,-23,-16,21,-33,-12,-1
4/11/2022,Sutton,E09000029,-12,-4,63,-47,-53,9
4/12/2022,Sutton,E09000029,-16,-6,32,-45,-50,9
4/13/2022,Sutton,E09000029,-15,-5,41,-47,-50,9
4/14/2022,Sutton,E09000029,-10,3,43,-50,-52,8
4/15/2022,Sutton,E09000029,-25,-12,72,-61,-77,14
4/16/2022,Sutton,E09000029,-33,-12,26,-45,-20,0
4/17/2022,Sutton,E09000029,-52,-51,23,-36,-24,-2
4/18/2022,Sutton,E09000029,-14,-8,110,-68,-83,16
4/19/2022,Sutton,E09000029,-19,-3,28,-46,-43,9
4/20/2022,Sutton,E09000029,-21,-4,44,-43,-39,8
4/21/2022,Sutton,E09000029,-16,-5,52,-42,-39,8
4/22/2022,Sutton,E09000029,-20,-7,17,-42,-39,8
4/23/2022,Sutton,E09000029,-23,-9,18,-33,-10,1
4/24/2022,Sutton,E09000029,-26,-14,32,-35,-9,0
4/25/2022,Sutton,E09000029,-20,-4,21,-42,-39,8
4/26/2022,Sutton,E09000029,-16,-3,43,-38,-37,7
4/27/2022,Sutton,E09000029,-21,-4,12,-40,-37,7
4/28/2022,Sutton,E09000029,-14,-4,25,-40,-37,7
4/29/2022,Sutton,E09000029,-14,-3,17,-39,-37,6
4/30/2022,Sutton,E09000029,-19,-9,39,-29,-13,-1
5/1/2022,Sutton,E09000029,-20,-13,-4,-28,-14,-1
5/2/2022,Sutton,E09000029,-12,-14,124,-64,-81,16
5/3/2022,Sutton,E09000029,-19,-4,20,-38,-38,7
5/4/2022,Sutton,E09000029,-19,-4,11,-37,-36,7
5/5/2022,Sutton,E09000029,-10,-1,51,-38,-37,6
5/6/2022,Sutton,E09000029,-16,-6,48,-40,-36,6
5/7/2022,Sutton,E09000029,-20,-11,27,-32,-11,-1
5/8/2022,Sutton,E09000029,-17,-10,67,-29,-10,-1
5/9/2022,Sutton,E09000029,-18,-3,51,-43,-39,7
5/10/2022,Sutton,E09000029,-16,-4,39,-38,-36,6
5/11/2022,Sutton,E09000029,-20,-4,-3,-37,-36,7
5/12/2022,Sutton,E09000029,-15,-4,33,-40,-37,6
5/13/2022,Sutton,E09000029,-16,-4,42,-40,-37,6
5/14/2022,Sutton,E09000029,-20,-8,67,-30,-11,-2
5/15/2022,Sutton,E09000029,-27,-13,-18,-32,-12,1
5/16/2022,Sutton,E09000029,-16,-2,50,-44,-39,8
5/17/2022,Sutton,E09000029,-15,-4,64,-40,-36,6
5/18/2022,Sutton,E09000029,-16,0,43,-39,-35,6
5/19/2022,Sutton,E09000029,-14,-5,38,-40,-36,6
5/20/2022,Sutton,E09000029,-21,-8,3,-42,-37,7
5/21/2022,Sutton,E09000029,-20,-11,34,-34,-9,-1
2/15/2020,Tower Hamlets,E09000030,-11,-8,-31,-15,-3,2
2/16/2020,Tower Hamlets,E09000030,-11,-17,-30,-12,-6,1
2/17/2020,Tower Hamlets,E09000030,3,4,46,-6,-8,1
2/18/2020,Tower Hamlets,E09000030,1,-1,22,-8,-8,2
2/19/2020,Tower Hamlets,E09000030,-3,-2,11,-9,-8,2
2/20/2020,Tower Hamlets,E09000030,-4,-5,7,-10,-9,2
2/21/2020,Tower Hamlets,E09000030,-3,1,15,-9,-9,2
2/22/2020,Tower Hamlets,E09000030,-9,-4,-7,-10,-1,1
2/23/2020,Tower Hamlets,E09000030,-5,-6,-8,-13,-3,0
2/24/2020,Tower Hamlets,E09000030,-7,-5,-3,-9,0,1
2/25/2020,Tower Hamlets,E09000030,-2,2,2,-6,1,0
2/26/2020,Tower Hamlets,E09000030,-4,0,1,-8,1,0
2/27/2020,Tower Hamlets,E09000030,-3,-4,7,-6,-1,1
2/28/2020,Tower Hamlets,E09000030,-4,0,-11,-6,0,1
2/29/2020,Tower Hamlets,E09000030,0,1,-12,-10,0,1
3/1/2020,Tower Hamlets,E09000030,9,9,31,4,-1,-1
3/2/2020,Tower Hamlets,E09000030,-5,4,9,-8,1,0
3/3/2020,Tower Hamlets,E09000030,-6,3,-1,-10,0,1
3/4/2020,Tower Hamlets,E09000030,-9,0,-15,-7,0,1
3/5/2020,Tower Hamlets,E09000030,-15,-9,-25,-9,-2,3
3/6/2020,Tower Hamlets,E09000030,-7,9,13,-9,-2,1
3/7/2020,Tower Hamlets,E09000030,-6,2,2,-10,1,1
3/8/2020,Tower Hamlets,E09000030,-2,1,-3,-9,-1,1
3/9/2020,Tower Hamlets,E09000030,-12,1,1,-14,-2,2
3/10/2020,Tower Hamlets,E09000030,-13,5,-8,-11,-4,3
3/11/2020,Tower Hamlets,E09000030,-14,7,-4,-13,-6,3
3/12/2020,Tower Hamlets,E09000030,-17,9,-9,-21,-10,5
3/13/2020,Tower Hamlets,E09000030,-21,13,-15,-25,-17,8
3/14/2020,Tower Hamlets,E09000030,-21,7,-23,-26,-7,5
3/15/2020,Tower Hamlets,E09000030,-26,-4,-26,-29,-11,5
3/16/2020,Tower Hamlets,E09000030,-28,16,1,-33,-28,10
3/17/2020,Tower Hamlets,E09000030,-43,9,-25,-44,-43,17
3/18/2020,Tower Hamlets,E09000030,-50,16,-28,-50,-52,21
3/19/2020,Tower Hamlets,E09000030,-54,14,-41,-54,-57,23
3/20/2020,Tower Hamlets,E09000030,-60,-2,-43,-57,-60,26
3/21/2020,Tower Hamlets,E09000030,-69,-17,-41,-62,-48,18
3/22/2020,Tower Hamlets,E09000030,-73,-35,-33,-66,-50,14
3/23/2020,Tower Hamlets,E09000030,-69,-23,-38,-66,-74,30
3/24/2020,Tower Hamlets,E09000030,-82,-34,-47,-76,-81,35
3/25/2020,Tower Hamlets,E09000030,-83,-36,-47,-79,-83,37
3/26/2020,Tower Hamlets,E09000030,-84,-39,-54,-81,-84,39
3/27/2020,Tower Hamlets,E09000030,-85,-38,-61,-80,-84,39
3/28/2020,Tower Hamlets,E09000030,-86,-44,-74,-79,-71,25
3/29/2020,Tower Hamlets,E09000030,-87,-58,-77,-82,-70,21
3/30/2020,Tower Hamlets,E09000030,-84,-45,-64,-81,-85,36
3/31/2020,Tower Hamlets,E09000030,-85,-44,-61,-81,-85,37
4/1/2020,Tower Hamlets,E09000030,-85,-47,-64,-82,-85,38
4/2/2020,Tower Hamlets,E09000030,-85,-46,-60,-82,-85,39
4/3/2020,Tower Hamlets,E09000030,-85,-42,-62,-81,-84,39
4/4/2020,Tower Hamlets,E09000030,-83,-43,-58,-77,-70,24
4/5/2020,Tower Hamlets,E09000030,-84,-53,-49,-76,-69,19
4/6/2020,Tower Hamlets,E09000030,-84,-44,-57,-81,-85,36
4/7/2020,Tower Hamlets,E09000030,-84,-42,-52,-81,-85,37
4/8/2020,Tower Hamlets,E09000030,-85,-43,-58,-81,-86,37
4/9/2020,Tower Hamlets,E09000030,-83,-38,-50,-80,-85,38
4/10/2020,Tower Hamlets,E09000030,-87,-41,-52,-83,-89,40
4/11/2020,Tower Hamlets,E09000030,-84,-42,-58,-78,-70,24
4/12/2020,Tower Hamlets,E09000030,-88,-62,-57,-79,-69,20
4/13/2020,Tower Hamlets,E09000030,-87,-52,-57,-86,-90,38
4/14/2020,Tower Hamlets,E09000030,-84,-42,-57,-81,-85,36
4/15/2020,Tower Hamlets,E09000030,-84,-41,-51,-80,-84,37
4/16/2020,Tower Hamlets,E09000030,-87,-37,-52,-82,-84,39
4/17/2020,Tower Hamlets,E09000030,-88,-39,-67,-82,-83,40
4/18/2020,Tower Hamlets,E09000030,-86,-40,-68,-78,-66,25
4/19/2020,Tower Hamlets,E09000030,-85,-47,-44,-74,-63,18
4/20/2020,Tower Hamlets,E09000030,-84,-36,-43,-79,-83,35
4/21/2020,Tower Hamlets,E09000030,-85,-36,-44,-79,-83,36
4/22/2020,Tower Hamlets,E09000030,-85,-32,-42,-79,-83,36
4/23/2020,Tower Hamlets,E09000030,-85,-32,-37,-79,-82,37
4/24/2020,Tower Hamlets,E09000030,-86,-31,-49,-79,-82,38
4/25/2020,Tower Hamlets,E09000030,-85,-35,-55,-76,-63,24
4/26/2020,Tower Hamlets,E09000030,-84,-46,-41,-73,-62,18
4/27/2020,Tower Hamlets,E09000030,-85,-35,-45,-78,-82,35
4/28/2020,Tower Hamlets,E09000030,-89,-45,-74,-82,-84,38
4/29/2020,Tower Hamlets,E09000030,-87,-34,-61,-80,-82,37
4/30/2020,Tower Hamlets,E09000030,-88,-38,-63,-81,-83,39
5/1/2020,Tower Hamlets,E09000030,-87,-29,-57,-78,-81,38
5/2/2020,Tower Hamlets,E09000030,-84,-29,-48,-72,-61,22
5/3/2020,Tower Hamlets,E09000030,-86,-47,-55,-74,-59,19
5/4/2020,Tower Hamlets,E09000030,-84,-30,-37,-76,-81,34
5/5/2020,Tower Hamlets,E09000030,-86,-32,-44,-78,-81,35
5/6/2020,Tower Hamlets,E09000030,-85,-29,-34,-76,-81,35
5/7/2020,Tower Hamlets,E09000030,-84,-25,-28,-77,-81,35
5/8/2020,Tower Hamlets,E09000030,-86,-29,-20,-78,-86,36
5/9/2020,Tower Hamlets,E09000030,-83,-28,-34,-71,-59,21
5/10/2020,Tower Hamlets,E09000030,-86,-49,-62,-76,-59,19
5/11/2020,Tower Hamlets,E09000030,-84,-31,-52,-76,-80,34
5/12/2020,Tower Hamlets,E09000030,-84,-30,-38,-76,-80,35
5/13/2020,Tower Hamlets,E09000030,-85,-32,-49,-77,-80,35
5/14/2020,Tower Hamlets,E09000030,-82,-35,-39,-76,-81,36
5/15/2020,Tower Hamlets,E09000030,-81,-28,-30,-73,-79,35
5/16/2020,Tower Hamlets,E09000030,-79,-30,-35,-69,-57,21
5/17/2020,Tower Hamlets,E09000030,-78,-42,-15,-66,-54,15
5/18/2020,Tower Hamlets,E09000030,-78,-27,-3,-71,-79,32
5/19/2020,Tower Hamlets,E09000030,-78,-28,0,-71,-79,33
5/20/2020,Tower Hamlets,E09000030,-78,-25,9,-70,-79,32
5/21/2020,Tower Hamlets,E09000030,-78,-25,-1,-72,-79,34
5/22/2020,Tower Hamlets,E09000030,-78,-21,-23,-70,-77,34
5/23/2020,Tower Hamlets,E09000030,-78,-27,-39,-66,-55,20
5/24/2020,Tower Hamlets,E09000030,-75,-41,0,-58,-48,12
5/25/2020,Tower Hamlets,E09000030,-77,-32,84,-72,-85,28
5/26/2020,Tower Hamlets,E09000030,-76,-26,0,-69,-77,30
5/27/2020,Tower Hamlets,E09000030,-77,-26,-5,-70,-77,32
5/28/2020,Tower Hamlets,E09000030,-77,-25,8,-69,-77,32
5/29/2020,Tower Hamlets,E09000030,-76,-21,5,-66,-75,31
5/30/2020,Tower Hamlets,E09000030,-73,-22,13,-57,-43,15
5/31/2020,Tower Hamlets,E09000030,-73,-36,17,-56,-39,11
6/1/2020,Tower Hamlets,E09000030,-73,-22,16,-67,-74,29
6/2/2020,Tower Hamlets,E09000030,-74,-24,17,-67,-74,29
6/3/2020,Tower Hamlets,E09000030,-77,-29,-38,-70,-74,32
6/4/2020,Tower Hamlets,E09000030,-78,-29,-32,-70,-74,33
6/5/2020,Tower Hamlets,E09000030,-76,-27,-35,-67,-73,32
6/6/2020,Tower Hamlets,E09000030,-77,-34,-58,-65,-45,19
6/7/2020,Tower Hamlets,E09000030,-73,-40,-29,-60,-41,13
6/8/2020,Tower Hamlets,E09000030,-73,-26,-14,-67,-72,29
6/9/2020,Tower Hamlets,E09000030,-73,-28,-5,-67,-72,29
6/10/2020,Tower Hamlets,E09000030,-77,-32,-45,-70,-73,32
6/11/2020,Tower Hamlets,E09000030,-75,-30,-27,-70,-72,32
6/12/2020,Tower Hamlets,E09000030,-75,-26,-30,-67,-71,31
6/13/2020,Tower Hamlets,E09000030,-67,-22,17,-52,-33,12
6/14/2020,Tower Hamlets,E09000030,-68,-37,17,-55,-29,10
6/15/2020,Tower Hamlets,E09000030,-68,-23,7,-64,-70,27
6/16/2020,Tower Hamlets,E09000030,-70,-22,4,-65,-71,28
6/17/2020,Tower Hamlets,E09000030,-73,-28,-25,-66,-71,30
6/18/2020,Tower Hamlets,E09000030,-72,-27,-22,-67,-71,31
6/19/2020,Tower Hamlets,E09000030,-71,-20,-20,-61,-69,29
6/20/2020,Tower Hamlets,E09000030,-66,-21,3,-53,-30,11
6/21/2020,Tower Hamlets,E09000030,-67,-37,-9,-57,-28,10
6/22/2020,Tower Hamlets,E09000030,-67,-20,31,-62,-70,25
6/23/2020,Tower Hamlets,E09000030,-68,-20,34,-62,-70,26
6/24/2020,Tower Hamlets,E09000030,-70,-18,33,-63,-69,26
6/25/2020,Tower Hamlets,E09000030,-70,-20,34,-60,-69,26
6/26/2020,Tower Hamlets,E09000030,-69,-16,12,-59,-67,26
6/27/2020,Tower Hamlets,E09000030,-69,-23,-32,-55,-34,14
6/28/2020,Tower Hamlets,E09000030,-66,-35,-16,-53,-27,9
6/29/2020,Tower Hamlets,E09000030,-67,-23,-16,-63,-68,26
6/30/2020,Tower Hamlets,E09000030,-69,-23,-26,-65,-69,28
7/1/2020,Tower Hamlets,E09000030,-69,-23,-22,-64,-68,27
7/2/2020,Tower Hamlets,E09000030,-71,-25,-32,-66,-69,28
7/3/2020,Tower Hamlets,E09000030,-68,-17,-14,-58,-67,26
7/4/2020,Tower Hamlets,E09000030,-58,-23,-32,-51,-28,10
7/5/2020,Tower Hamlets,E09000030,-53,-31,5,-46,-24,7
7/6/2020,Tower Hamlets,E09000030,-62,-20,-8,-60,-68,24
7/7/2020,Tower Hamlets,E09000030,-63,-19,-23,-62,-68,25
7/8/2020,Tower Hamlets,E09000030,-65,-22,-40,-63,-68,26
7/9/2020,Tower Hamlets,E09000030,-65,-21,-33,-63,-68,26
7/10/2020,Tower Hamlets,E09000030,-61,-14,-17,-56,-65,23
7/11/2020,Tower Hamlets,E09000030,-54,-16,-8,-46,-23,7
7/12/2020,Tower Hamlets,E09000030,-50,-29,16,-45,-19,4
7/13/2020,Tower Hamlets,E09000030,-60,-17,-1,-56,-67,22
7/14/2020,Tower Hamlets,E09000030,-60,-18,-15,-60,-67,24
7/15/2020,Tower Hamlets,E09000030,-59,-20,-18,-62,-66,24
7/16/2020,Tower Hamlets,E09000030,-58,-18,-8,-62,-66,24
7/17/2020,Tower Hamlets,E09000030,-54,-10,13,-53,-64,20
7/18/2020,Tower Hamlets,E09000030,-47,-16,8,-50,-19,5
7/19/2020,Tower Hamlets,E09000030,-50,-28,-19,-55,-21,6
7/20/2020,Tower Hamlets,E09000030,-54,-15,16,-60,-65,21
7/21/2020,Tower Hamlets,E09000030,-55,-16,2,-61,-66,22
7/22/2020,Tower Hamlets,E09000030,-56,-15,11,-56,-66,22
7/23/2020,Tower Hamlets,E09000030,-57,-18,1,-61,-66,23
7/24/2020,Tower Hamlets,E09000030,-54,-19,-9,-57,-64,21
7/25/2020,Tower Hamlets,E09000030,-50,-21,-46,-54,-21,9
7/26/2020,Tower Hamlets,E09000030,-44,-25,-12,-49,-17,4
7/27/2020,Tower Hamlets,E09000030,-56,-19,-26,-61,-68,23
7/28/2020,Tower Hamlets,E09000030,-54,-15,-7,-60,-67,22
7/29/2020,Tower Hamlets,E09000030,-52,-12,9,-58,-66,21
7/30/2020,Tower Hamlets,E09000030,-53,-11,17,-61,-67,22
7/31/2020,Tower Hamlets,E09000030,-55,-19,14,-55,-66,16
8/1/2020,Tower Hamlets,E09000030,-47,-19,-3,-48,-21,4
8/2/2020,Tower Hamlets,E09000030,-46,-24,15,-47,-18,2
8/3/2020,Tower Hamlets,E09000030,-48,-17,7,-58,-67,19
8/4/2020,Tower Hamlets,E09000030,-48,-18,8,-59,-67,20
8/5/2020,Tower Hamlets,E09000030,-46,-19,13,-58,-66,20
8/6/2020,Tower Hamlets,E09000030,-54,-17,14,-61,-66,21
8/7/2020,Tower Hamlets,E09000030,-52,-16,10,-57,-65,18
8/8/2020,Tower Hamlets,E09000030,-46,-20,-1,-48,-19,4
8/9/2020,Tower Hamlets,E09000030,-45,-24,17,-45,-13,1
8/10/2020,Tower Hamlets,E09000030,-42,-14,16,-57,-66,18
8/11/2020,Tower Hamlets,E09000030,-43,-16,14,-58,-67,19
8/12/2020,Tower Hamlets,E09000030,-43,-17,9,-58,-65,19
8/13/2020,Tower Hamlets,E09000030,-54,-18,-7,-62,-66,22
8/14/2020,Tower Hamlets,E09000030,-54,-20,-30,-59,-65,20
8/15/2020,Tower Hamlets,E09000030,-45,-21,-37,-52,-22,6
8/16/2020,Tower Hamlets,E09000030,-45,-27,-17,-50,-18,3
8/17/2020,Tower Hamlets,E09000030,-42,-20,-10,-57,-67,18
8/18/2020,Tower Hamlets,E09000030,-42,-18,-1,-58,-65,19
8/19/2020,Tower Hamlets,E09000030,-46,-26,-36,-59,-65,21
8/20/2020,Tower Hamlets,E09000030,-50,-15,16,-58,-64,19
8/21/2020,Tower Hamlets,E09000030,-50,-18,-19,-56,-64,19
8/22/2020,Tower Hamlets,E09000030,-40,-17,-5,-47,-18,4
8/23/2020,Tower Hamlets,E09000030,-40,-29,-5,-46,-16,2
8/24/2020,Tower Hamlets,E09000030,-37,-20,-2,-56,-65,17
8/25/2020,Tower Hamlets,E09000030,-39,-20,-23,-58,-66,19
8/26/2020,Tower Hamlets,E09000030,-35,-17,4,-55,-63,17
8/27/2020,Tower Hamlets,E09000030,-54,-24,-30,-61,-66,21
8/28/2020,Tower Hamlets,E09000030,-49,-15,-26,-57,-64,18
8/29/2020,Tower Hamlets,E09000030,-41,-18,-38,-51,-21,5
8/30/2020,Tower Hamlets,E09000030,-34,-29,-4,-45,-17,0
8/31/2020,Tower Hamlets,E09000030,-37,-27,23,-64,-76,15
9/1/2020,Tower Hamlets,E09000030,-47,-12,-7,-56,-65,18
9/2/2020,Tower Hamlets,E09000030,-50,-17,-21,-59,-64,19
9/3/2020,Tower Hamlets,E09000030,-51,-17,-25,-58,-64,20
9/4/2020,Tower Hamlets,E09000030,-47,-14,-22,-53,-62,17
9/5/2020,Tower Hamlets,E09000030,-35,-15,-14,-39,-20,4
9/6/2020,Tower Hamlets,E09000030,-38,-26,1,-41,-19,2
9/7/2020,Tower Hamlets,E09000030,-45,-13,-8,-53,-64,17
9/8/2020,Tower Hamlets,E09000030,-45,-14,-5,-55,-64,18
9/9/2020,Tower Hamlets,E09000030,-47,-15,-10,-54,-61,17
9/10/2020,Tower Hamlets,E09000030,-47,-13,-3,-55,-62,17
9/11/2020,Tower Hamlets,E09000030,-44,-11,-13,-51,-60,16
9/12/2020,Tower Hamlets,E09000030,-34,-14,-9,-37,-20,4
9/13/2020,Tower Hamlets,E09000030,-34,-24,20,-35,-18,1
9/14/2020,Tower Hamlets,E09000030,-41,-10,20,-50,-59,16
9/15/2020,Tower Hamlets,E09000030,-43,-10,7,-52,-59,17
9/16/2020,Tower Hamlets,E09000030,-46,-14,-2,-52,-58,17
9/17/2020,Tower Hamlets,E09000030,-47,-14,-4,-54,-59,18
9/18/2020,Tower Hamlets,E09000030,-44,-11,-12,-50,-56,16
9/19/2020,Tower Hamlets,E09000030,-34,-15,-6,-38,-18,4
9/20/2020,Tower Hamlets,E09000030,-35,-24,11,-36,-17,2
9/21/2020,Tower Hamlets,E09000030,-43,-12,7,-49,-60,17
9/22/2020,Tower Hamlets,E09000030,-44,-11,0,-52,-60,17
9/23/2020,Tower Hamlets,E09000030,-50,-17,-33,-55,-57,19
9/24/2020,Tower Hamlets,E09000030,-52,-15,-28,-57,-59,20
9/25/2020,Tower Hamlets,E09000030,-49,-9,-36,-51,-57,18
9/26/2020,Tower Hamlets,E09000030,-39,-13,-36,-39,-20,6
9/27/2020,Tower Hamlets,E09000030,-42,-28,-32,-44,-21,5
9/28/2020,Tower Hamlets,E09000030,-45,-13,-6,-51,-58,18
9/29/2020,Tower Hamlets,E09000030,-48,-12,-21,-54,-59,19
9/30/2020,Tower Hamlets,E09000030,-49,-17,-31,-52,-57,19
10/1/2020,Tower Hamlets,E09000030,-49,-12,-19,-56,-56,19
10/2/2020,Tower Hamlets,E09000030,-55,-21,-52,-53,-56,20
10/3/2020,Tower Hamlets,E09000030,-41,-16,-44,-39,-19,8
10/4/2020,Tower Hamlets,E09000030,-49,-38,-54,-47,-21,7
10/5/2020,Tower Hamlets,E09000030,-48,-15,-20,-52,-58,18
10/6/2020,Tower Hamlets,E09000030,-50,-14,-25,-55,-58,19
10/7/2020,Tower Hamlets,E09000030,-49,-16,-20,-55,-55,18
10/8/2020,Tower Hamlets,E09000030,-52,-18,-29,-57,-56,20
10/9/2020,Tower Hamlets,E09000030,-50,-14,-35,-54,-55,18
10/10/2020,Tower Hamlets,E09000030,-38,-14,-31,-46,-17,6
10/11/2020,Tower Hamlets,E09000030,-38,-26,-15,-45,-17,5
10/12/2020,Tower Hamlets,E09000030,-50,-19,-32,-56,-58,19
10/13/2020,Tower Hamlets,E09000030,-53,-21,-41,-58,-58,20
10/14/2020,Tower Hamlets,E09000030,-49,-16,-27,-56,-55,20
10/15/2020,Tower Hamlets,E09000030,-50,-15,-29,-56,-56,20
10/16/2020,Tower Hamlets,E09000030,-48,-8,-31,-51,-54,17
10/17/2020,Tower Hamlets,E09000030,-41,-13,-31,-47,-17,8
10/18/2020,Tower Hamlets,E09000030,-43,-27,-20,-47,-18,6
10/19/2020,Tower Hamlets,E09000030,-49,-15,-19,-55,-57,20
10/20/2020,Tower Hamlets,E09000030,-50,-14,-19,-57,-57,20
10/21/2020,Tower Hamlets,E09000030,-53,-26,-46,-62,-57,22
10/22/2020,Tower Hamlets,E09000030,-48,-16,-19,-61,-55,20
10/23/2020,Tower Hamlets,E09000030,-46,-14,-32,-60,-55,19
10/24/2020,Tower Hamlets,E09000030,-40,-20,-42,-57,-18,8
10/25/2020,Tower Hamlets,E09000030,-34,-25,-20,-52,-17,5
10/26/2020,Tower Hamlets,E09000030,-43,-18,-15,-62,-64,20
10/27/2020,Tower Hamlets,E09000030,-48,-22,-39,-64,-64,22
10/28/2020,Tower Hamlets,E09000030,-46,-22,-30,-63,-61,22
10/29/2020,Tower Hamlets,E09000030,-50,-24,-39,-64,-62,23
10/30/2020,Tower Hamlets,E09000030,-45,-15,-30,-58,-60,20
10/31/2020,Tower Hamlets,E09000030,-39,-17,-44,-49,-16,8
11/1/2020,Tower Hamlets,E09000030,-35,-31,-31,-43,-14,5
11/2/2020,Tower Hamlets,E09000030,-39,-16,-24,-56,-57,18
11/3/2020,Tower Hamlets,E09000030,-37,-17,-28,-58,-56,18
11/4/2020,Tower Hamlets,E09000030,-31,-16,-18,-53,-53,16
11/5/2020,Tower Hamlets,E09000030,-66,-27,-34,-68,-63,26
11/6/2020,Tower Hamlets,E09000030,-67,-20,-39,-67,-63,27
11/7/2020,Tower Hamlets,E09000030,-61,-22,-19,-64,-38,15
11/8/2020,Tower Hamlets,E09000030,-63,-39,-17,-64,-39,13
11/9/2020,Tower Hamlets,E09000030,-61,-25,-22,-64,-65,25
